id,status_group
595,functional needs repair
30342,non functional
27237,non functional
6486,functional
54710,non functional
56193,non functional
45938,functional
55540,non functional
22448,functional
22668,functional needs repair
50237,functional needs repair
42699,functional
19519,functional
13836,functional
33595,functional
4699,functional needs repair
4700,non functional
69059,functional
31909,non functional
43662,non functional
73672,non functional
41170,non functional
72009,non functional
42954,functional
19312,functional
40466,non functional
73359,functional needs repair
59322,functional
13821,functional
2954,non functional
57902,functional
21753,non functional
44109,functional
23705,non functional
52437,functional
44290,functional
53231,non functional
11506,functional
39987,functional
1263,non functional
36980,non functional
27054,functional
38657,functional
42300,functional
26741,functional
9057,functional
72727,functional needs repair
38451,functional
66687,functional
47012,non functional
14479,functional
36171,non functional
46670,functional
19141,non functional
56631,functional
32554,functional
43745,functional
7198,functional
31571,functional
41216,functional
36375,functional
49505,functional needs repair
49633,functional needs repair
51,non functional
7092,functional
41012,functional
65800,non functional
53248,non functional
64564,functional
28597,functional
6044,non functional
53548,functional
53141,functional
2938,functional
39082,functional needs repair
59558,non functional
15805,functional
21034,non functional
38456,functional
23842,non functional
41767,non functional
65571,non functional
12880,non functional
21590,functional
13549,non functional
45547,functional
48505,non functional
52321,functional
65663,non functional
10974,non functional
33929,functional
69675,functional
6936,functional
55361,functional
19392,functional
52185,non functional
161,functional
54236,functional
51323,non functional
54289,functional
53736,non functional
33671,functional
21576,non functional
10810,non functional
63836,functional
42727,functional
31463,functional
52406,functional
31428,functional
44151,functional
30189,non functional
57442,non functional
68516,non functional
70983,non functional
63989,non functional
11860,non functional
57148,non functional
67151,functional
27242,functional
23251,non functional
7613,functional
74041,functional
62293,functional
58934,non functional
3801,functional needs repair
17591,functional
29052,functional
13959,non functional
22912,non functional
32603,functional
66025,non functional
67317,functional
19206,functional
37423,non functional
8789,functional
51030,non functional
29348,non functional
44078,non functional
42969,functional
42474,non functional
16966,non functional
71914,functional
57989,functional
73603,functional
26461,functional
69624,functional
30199,functional
68262,functional
73590,non functional
73111,functional
6099,functional
12696,functional
12254,functional
11388,functional
26344,non functional
57502,non functional
43110,non functional
22686,non functional
33429,non functional
37332,functional
57524,non functional
73157,functional
28046,non functional
70430,functional
41367,non functional
64525,non functional
48936,non functional
4341,functional
10688,functional
52782,functional
65148,non functional
4727,non functional
8873,functional
22499,functional
72230,non functional
68418,non functional
40715,functional
24699,non functional
68273,functional
2391,functional needs repair
25667,non functional
62629,non functional
3292,non functional
60685,non functional
22188,functional
27140,functional
66700,functional
51241,non functional
35882,functional
17024,non functional
32308,functional
30291,functional
9107,functional
45232,functional needs repair
73701,non functional
23308,functional
52227,non functional
25177,non functional
55106,non functional
34060,non functional
36033,functional
10049,non functional
9229,non functional
18118,functional
23006,functional
41425,non functional
25641,non functional
2351,non functional
29473,functional
36242,functional needs repair
14176,functional
16392,non functional
565,non functional
45747,functional
56784,non functional
22975,functional
41565,functional
47245,non functional
50659,functional
21042,non functional
18885,functional
68101,non functional
14252,non functional
43088,non functional
39353,functional
57161,non functional
41203,functional
6602,non functional
72832,functional
44519,functional needs repair
30103,functional
27012,non functional
48547,functional
17887,functional
15471,non functional
63272,non functional
56885,functional
40417,functional
23836,functional
27663,non functional
6117,non functional
68308,non functional
39633,functional
42268,functional
57985,non functional
39584,functional needs repair
23052,functional
32620,non functional
66181,functional
32915,functional
687,functional
7176,non functional
8517,non functional
7257,functional
33288,non functional
22143,functional needs repair
72870,functional needs repair
67743,non functional
51077,non functional
33400,non functional
30429,functional
57467,non functional
23435,functional
49239,functional
22371,functional
19208,functional
25628,non functional
22591,functional
19281,functional
55005,functional
10488,functional
58882,functional
26791,functional
18063,functional
52142,functional needs repair
8562,functional
66681,functional
13500,non functional
5502,functional
25401,functional
45318,functional
2401,functional
26735,functional
23337,functional
35177,non functional
72062,non functional
61899,non functional
33067,non functional
24349,non functional
46022,functional
42498,functional
8565,functional
37782,non functional
9297,functional
57817,functional
6443,functional
4214,functional
19380,functional
20410,non functional
7080,functional
66072,functional
57050,non functional
38823,non functional
66954,non functional
20976,functional
24215,non functional
22367,non functional
46017,non functional
24949,functional
13723,functional needs repair
61644,functional needs repair
31659,non functional
7946,functional
32608,functional
23878,non functional
25236,functional needs repair
8166,non functional
52771,non functional
44077,functional
47511,non functional
5341,functional
55046,non functional
62344,functional
43084,non functional
63756,functional
58208,functional
17777,functional
45588,non functional
66979,functional
55939,non functional
70979,functional
43870,functional
21885,functional
42576,functional needs repair
27392,non functional
18414,functional
50040,functional
52664,non functional
73561,non functional
27818,functional
66420,functional needs repair
26486,non functional
74080,functional
37270,functional
30287,functional
70482,non functional
29571,non functional
21947,non functional
18120,non functional
29759,functional needs repair
6187,functional
18271,functional
5223,functional
36241,functional
40072,non functional
55217,functional
45485,functional
73764,functional
18758,functional
62950,functional
49744,functional
24830,non functional
36871,functional
5942,functional needs repair
47678,functional
50978,functional
18653,functional
48870,functional
7290,functional
25941,functional
65401,functional
17885,functional
29137,functional
11265,functional
24341,non functional
61980,functional
34335,non functional
12995,functional
42454,non functional
56810,functional
50538,non functional
31645,functional
12469,functional needs repair
22442,non functional
54794,functional
10689,non functional
42664,non functional
24188,functional
70930,functional
4798,functional
61118,non functional
11550,functional
52549,non functional
3242,functional
65146,non functional
72515,non functional
66290,non functional
50224,functional needs repair
26203,functional
8894,non functional
58538,functional
63141,non functional
44357,non functional
43623,functional
38916,non functional
19147,functional needs repair
17364,non functional
29000,functional
32851,non functional
6831,non functional
3419,non functional
17702,non functional
23216,non functional
21375,non functional
45510,non functional
12421,functional
56734,functional
33933,functional
56814,functional needs repair
24101,non functional
39171,non functional
22682,non functional
68961,functional
73310,functional needs repair
28400,functional
20777,non functional
35096,non functional
12587,functional needs repair
72196,non functional
1345,functional
32164,functional
41331,non functional
48855,functional
52,functional
42467,non functional
37282,non functional
17304,non functional
56934,functional
49469,non functional
6176,functional
58226,functional
55987,non functional
26757,non functional
34284,functional
33501,functional
8213,functional
17691,functional
65884,functional
51750,functional
30110,functional needs repair
40586,functional
7742,non functional
46011,functional
68847,functional
40075,functional
3423,non functional
4507,non functional
56004,non functional
21214,functional needs repair
40404,functional
70040,non functional
70298,functional
44823,non functional
57007,functional
71615,functional
34737,functional
12659,non functional
57116,functional
40243,non functional
54272,non functional
34746,functional
36803,functional needs repair
59641,functional needs repair
2346,non functional
56475,functional needs repair
31160,non functional
28713,non functional
46356,functional
39692,functional
15410,non functional
66514,non functional
54249,non functional
34304,functional
66049,non functional
68361,functional
5183,non functional
14091,functional needs repair
45002,functional needs repair
34201,non functional
3622,non functional
71484,functional
17023,functional
6225,functional
1686,functional needs repair
53584,non functional
42478,functional
60684,non functional
51962,functional
9729,functional needs repair
18919,non functional
74247,non functional
30471,functional
53931,non functional
67701,functional needs repair
64085,non functional
49287,non functional
13544,non functional
21933,functional
2721,non functional
18737,functional
49485,functional
45888,non functional
19354,functional
20016,non functional
69254,functional
43503,functional
30732,non functional
48149,functional
4713,functional needs repair
25936,functional
21340,non functional
31358,functional
57618,non functional
44425,functional
444,functional
6455,non functional
45794,functional
3922,functional
66991,non functional
2991,functional
64272,functional
47158,non functional
65325,non functional
28970,non functional
27314,functional
16746,functional
44930,functional
20762,non functional
9211,functional
12529,non functional
10220,non functional
17660,non functional
7725,functional
7216,non functional
26636,functional
11533,non functional
72090,functional needs repair
28645,functional needs repair
11984,non functional
17410,non functional
66801,functional
72885,functional
13303,non functional
40944,non functional
69793,non functional
58661,non functional
45303,non functional
29716,functional
9799,functional
21766,non functional
58391,non functional
49569,non functional
56161,functional
58360,functional
43914,functional
1057,functional
58042,functional
12829,functional needs repair
52630,functional
25559,functional needs repair
68533,functional
52769,functional
49848,functional
44493,functional
51911,non functional
68755,functional
48403,functional needs repair
25248,functional needs repair
38447,non functional
46809,non functional
27091,non functional
73845,non functional
26914,non functional
63537,functional needs repair
42773,functional
34074,non functional
58763,functional
19118,functional
70087,non functional
62141,non functional
62139,functional
56957,non functional
8493,functional
50774,non functional
23687,non functional
15091,non functional
14294,functional
53408,functional
25576,functional
25883,non functional
8935,functional
69556,non functional
53320,functional
28652,non functional
65502,non functional
31439,functional
22392,non functional
25392,functional
31328,functional
3235,non functional
17208,functional
9249,functional
42005,functional
55245,non functional
9650,non functional
57323,functional
12473,functional
1821,non functional
8269,functional
26800,non functional
198,non functional
56382,functional
21267,non functional
49475,functional
14520,non functional
63815,non functional
64588,non functional
3401,functional
64978,functional
22156,functional
15276,functional
8958,non functional
72070,functional
37078,functional
23120,functional needs repair
16807,functional
30546,functional
46600,functional needs repair
46297,functional
45241,non functional
63086,non functional
49913,functional
2423,non functional
47367,non functional
68323,functional needs repair
54285,functional
28533,non functional
38001,functional needs repair
16338,non functional
2916,functional
48621,non functional
71661,non functional
9152,functional
32273,non functional
1226,functional
67124,non functional
6933,functional
10748,non functional
12262,functional
28108,functional
55511,non functional
53684,non functional
44255,non functional
46943,non functional
54689,non functional
50310,functional
64467,non functional
65682,functional
21098,non functional
53474,functional
35577,non functional
49092,functional
63823,functional
34962,functional
64052,non functional
1730,functional
13945,functional
18337,functional
41430,non functional
72751,functional
3705,functional needs repair
43402,functional needs repair
54278,non functional
22386,non functional
5587,functional needs repair
6368,functional
6123,non functional
49026,functional
14043,non functional
66248,non functional
31517,non functional
58526,functional
4052,functional
59307,functional
53258,functional
35831,functional
71493,functional
61254,non functional
60633,functional
45016,functional
24672,functional
48797,functional
40224,non functional
12173,functional needs repair
50561,non functional
62377,non functional
15081,functional
55892,functional
17879,functional
26843,non functional
31546,functional
18953,functional
57552,functional
60989,functional
4306,non functional
43305,non functional
74183,functional needs repair
42383,functional
56697,functional
2431,functional
15045,non functional
69616,non functional
22515,functional
53669,non functional
8896,functional
69488,non functional
67597,functional
19134,non functional
19048,non functional
52275,functional
9782,functional
7679,functional
15416,non functional
38649,non functional
9507,functional
58489,functional
27566,non functional
58038,functional
21337,functional
34686,functional
34498,non functional
46868,functional
13158,non functional
25675,functional needs repair
9871,non functional
61996,non functional
29124,functional
10572,non functional
30667,functional
2369,functional
3631,functional
64381,functional
227,functional
32228,functional needs repair
61443,functional
72581,functional
50989,non functional
25451,functional
33847,non functional
63800,non functional
33255,non functional
4812,functional
42830,functional needs repair
69398,functional
13898,non functional
6908,functional
44458,functional needs repair
63296,non functional
20411,non functional
26111,non functional
54685,functional
2718,non functional
37554,functional
34477,non functional
13782,functional
31995,functional
24679,non functional
50963,functional
30849,non functional
48100,functional
46020,non functional
29297,non functional
45672,functional
60716,functional
10256,functional
59774,non functional
9589,non functional
32382,non functional
7238,non functional
33269,functional
24071,functional
39790,functional
12113,functional
37415,functional needs repair
30324,functional
50515,functional
52701,non functional
59018,functional
37677,functional
56939,non functional
35317,non functional
14504,functional
22748,non functional
8866,functional
16385,functional
42291,non functional
45622,functional
12771,functional
63362,non functional
51451,non functional
54801,non functional
40465,functional
14531,non functional
53638,non functional
44681,functional
12914,functional
68522,functional
35392,functional
47756,non functional
7650,functional
19608,non functional
61943,non functional
26872,non functional
60195,functional
72798,functional
73334,non functional
60442,functional
5929,functional
19210,functional needs repair
42351,functional
73387,non functional
6338,non functional
64148,non functional
51622,functional
65270,functional
23844,functional
58436,functional
31047,functional
65186,non functional
66065,non functional
50213,functional
67160,functional
69549,non functional
11145,non functional
23740,functional
51769,functional
42450,non functional
35655,functional
30507,non functional
2050,functional
55167,functional
41026,functional
5885,functional
45183,functional
3339,functional
70649,functional
4323,non functional
68376,functional
3824,non functional
42378,functional
1637,non functional
35076,functional needs repair
59795,non functional
670,functional
41781,functional
73613,functional
49247,functional
45903,non functional
45649,non functional
33934,non functional
40587,functional
56854,functional
10995,functional
20616,functional
50809,functional
22906,functional
10867,non functional
18656,non functional
6792,functional needs repair
32450,non functional
32713,functional
46194,functional
37796,functional needs repair
69781,non functional
38601,functional
70959,non functional
48373,functional
26883,functional
8956,functional needs repair
64917,functional
32325,non functional
29319,functional
26699,functional
33759,non functional
56026,non functional
35422,functional
33734,functional needs repair
42330,functional needs repair
50369,non functional
73165,non functional
23760,functional
18360,non functional
39873,functional
16479,functional needs repair
35500,functional
72428,non functional
43103,non functional
34295,functional
62901,non functional
44196,functional
29360,non functional
30492,non functional
54789,functional
55115,functional
51460,non functional
73356,functional
29331,non functional
34936,functional
38683,functional
36103,non functional
71283,functional
11218,functional
68363,functional
63600,functional
8216,non functional
5872,non functional
59478,non functional
10289,non functional
33532,non functional
44333,non functional
13237,functional
36147,functional
71363,non functional
31252,functional
23018,non functional
6254,non functional
1009,functional
72690,non functional
12706,functional
41976,non functional
72514,functional
55335,functional
19660,functional
67548,functional
10520,functional
53746,functional
56389,functional needs repair
42543,non functional
29333,non functional
11030,functional
13344,functional
11255,functional
72529,non functional
40566,functional
25301,functional
648,functional
27966,non functional
19729,functional
30851,functional
42525,non functional
57234,non functional
47017,non functional
27409,functional
5857,non functional
24553,functional
70736,non functional
27843,non functional
65759,functional
12288,non functional
31262,functional
1883,functional
72492,non functional
16148,functional
41738,non functional
9556,non functional
74046,functional
12640,non functional
34171,functional
9656,non functional
15560,functional
4592,non functional
19684,non functional
59086,functional
18068,functional
26807,functional needs repair
26084,non functional
16043,functional
62837,non functional
61222,functional
54131,non functional
42589,non functional
71678,functional
44244,functional
65752,functional needs repair
54518,functional
6681,non functional
73502,functional
64053,non functional
10628,functional
35105,functional
66203,functional
55203,non functional
5112,functional
18860,functional
18852,functional
50187,non functional
5111,functional needs repair
37129,functional
58953,functional
47375,functional
40673,functional
38023,functional
22575,non functional
19066,functional
48067,non functional
53522,functional
29463,non functional
26243,functional needs repair
35224,non functional
5292,functional
60938,non functional
6826,non functional
51385,non functional
19143,functional
55700,non functional
73591,non functional
23011,non functional
771,functional
63285,functional
34423,functional
58235,non functional
47490,non functional
36520,non functional
73847,functional
35540,functional
61500,functional
12849,non functional
52761,functional
23425,functional
6120,non functional
42853,functional needs repair
69817,functional
22656,functional needs repair
50528,functional
37290,functional
330,functional
16055,non functional
71989,functional
67680,non functional
72615,non functional
50320,functional
69292,non functional
28491,functional
10418,functional
3183,functional
63722,functional
50344,non functional
13963,functional
66285,functional
10382,functional
60289,non functional
61743,non functional
21140,non functional
52050,non functional
40829,functional
17522,functional needs repair
9909,functional
23611,non functional
52839,functional
54077,non functional
62672,functional
56394,functional needs repair
24611,functional
17946,functional
65197,non functional
11100,non functional
42676,non functional
51373,non functional
31755,functional
32526,non functional
33740,functional
26433,functional
9489,non functional
6439,functional
19414,functional
16634,functional
38546,functional needs repair
30713,functional
11487,functional
46706,functional
45080,functional needs repair
57610,functional needs repair
16710,functional needs repair
68105,functional
63949,functional needs repair
72576,functional
48640,functional
28736,non functional
16532,non functional
38540,non functional
29846,functional
14536,functional
24460,non functional
18975,non functional
62014,functional
70394,functional
35184,non functional
73783,functional
36865,functional
33104,functional
35015,functional
1101,non functional
28289,functional needs repair
36730,functional
13876,non functional
3709,functional
31140,functional
19712,functional
52282,non functional
1828,non functional
63048,functional
43033,non functional
60656,functional needs repair
57178,functional
20938,non functional
60720,functional
62017,non functional
50410,non functional
42353,functional
49059,functional
37998,functional needs repair
49669,functional
30965,non functional
21014,functional
51161,non functional
54180,functional
43062,functional
18713,functional
70282,non functional
63316,functional
56968,functional
51341,non functional
14344,functional
31157,functional
62060,non functional
53188,functional needs repair
9681,non functional
52215,non functional
18593,functional
20576,functional
26071,functional needs repair
65154,functional
38802,functional
73254,non functional
49682,non functional
8545,non functional
64223,functional
69283,functional
4428,non functional
56526,functional
4729,non functional
78,functional
9985,functional
63119,non functional
39484,functional
62450,non functional
52581,functional
66809,non functional
47839,non functional
30226,functional
68994,functional
28661,non functional
63018,functional
25379,functional
72918,functional
61018,functional
53502,non functional
26745,functional
12769,functional
18507,functional
52703,non functional
59961,non functional
49195,non functional
9248,non functional
7143,functional
67487,non functional
68827,functional
45530,functional
38084,functional
71568,non functional
47325,functional
7576,non functional
27849,non functional
64186,functional
20571,functional
8395,functional
12797,non functional
19713,functional
60789,non functional
66056,functional
31172,non functional
1064,non functional
52696,non functional
7373,functional
18024,non functional
7995,functional
60202,functional
40984,non functional
50840,non functional
60865,non functional
24196,functional
30186,non functional
42932,non functional
56406,functional
61495,non functional
24543,functional
7530,functional
51682,non functional
63278,non functional
30015,functional needs repair
31530,non functional
39375,functional
60742,functional
55942,functional
51402,functional
63552,non functional
22784,non functional
53974,functional
45177,functional
57172,functional
43272,non functional
31656,functional
60284,functional
67577,functional
63143,functional
31519,functional needs repair
40614,functional
54474,non functional
57871,non functional
16236,functional
62511,functional
44218,non functional
71006,non functional
8936,non functional
43339,non functional
43042,functional
35292,non functional
28315,non functional
62132,functional
46491,functional
14355,functional
45699,functional
35271,functional
39217,functional needs repair
57663,functional
14324,functional
31261,non functional
33202,functional
27659,functional
12346,functional
39322,functional
30933,functional
29961,functional needs repair
73971,non functional
39720,non functional
45247,non functional
20276,non functional
14570,non functional
58273,non functional
32968,non functional
69237,non functional
48112,functional
68804,functional
62160,functional
59220,functional
22762,functional
73467,functional
16469,non functional
42738,functional
40704,non functional
32153,non functional
35132,functional
39418,non functional
66208,functional
38221,non functional
42417,non functional
16921,non functional
6269,functional
64305,functional
25188,non functional
1629,functional
30726,functional
55900,functional
13793,functional
60085,non functional
26947,non functional
35223,functional
21914,functional
30192,functional
15594,functional
33075,functional
11515,functional
67661,functional
51395,non functional
12314,functional
73540,functional
51831,non functional
53123,functional
31793,functional
59797,functional needs repair
21169,non functional
53942,functional needs repair
62223,functional
3834,functional
20792,non functional
24779,non functional
16834,non functional
17891,functional
50684,non functional
67636,non functional
55765,functional
65572,functional
27470,functional needs repair
56205,non functional
45948,functional
46245,functional
69619,functional
72201,functional needs repair
60376,functional
68097,functional
22932,functional
36426,non functional
51018,functional
1486,functional
58874,non functional
73144,functional
70172,non functional
29106,non functional
20415,functional
3480,non functional
38463,functional needs repair
44507,functional needs repair
73966,functional
19457,non functional
43414,functional
69696,non functional
52079,functional
13465,functional
28067,functional
53537,functional
50641,non functional
40351,functional
61142,non functional
61784,functional
5090,functional
69287,functional
16804,functional needs repair
34290,non functional
64395,functional needs repair
30810,functional
20395,non functional
21838,functional
47966,non functional
46563,non functional
18994,functional
34627,non functional
42218,non functional
71462,functional
37662,non functional
991,functional
59746,non functional
48741,non functional
52951,functional
52476,functional
15561,functional
42561,functional
1528,non functional
1494,functional
12505,non functional
31620,non functional
18335,non functional
31499,non functional
57931,functional
48559,functional needs repair
25115,functional
55094,non functional
33491,non functional
40133,non functional
16419,functional
27757,non functional
67480,functional
48937,functional
63660,non functional
63563,non functional
49834,functional needs repair
52033,non functional
60646,non functional
61174,functional
70583,functional
13275,non functional
45582,non functional
15127,non functional
3828,functional needs repair
32067,non functional
57563,non functional
20211,non functional
50753,non functional
4853,functional
60450,functional
17769,functional
19812,non functional
1250,non functional
61327,functional
48352,functional
53421,functional needs repair
25994,functional
44253,functional
65457,non functional
22847,non functional
27531,functional
67504,non functional
55767,non functional
30380,functional
7267,functional
11292,non functional
323,non functional
73311,non functional
10825,functional
43789,functional
72191,non functional
65104,non functional
12212,non functional
71179,non functional
33065,non functional
23087,functional
41608,functional
7862,non functional
71509,functional
41977,non functional
36192,functional
67659,functional
30441,functional needs repair
31068,functional
58856,functional
53717,non functional
57211,functional needs repair
10274,functional
13208,non functional
40815,functional
810,functional
13304,functional
53605,non functional
25381,non functional
71704,functional
5202,non functional
74170,functional needs repair
36154,non functional
29198,non functional
10444,non functional
16621,non functional
20132,functional
14859,functional
9981,functional needs repair
6781,non functional
16711,non functional
15622,functional
45158,non functional
20357,functional
64432,non functional
11840,functional
40264,non functional
59366,functional
41171,functional
4830,functional
74033,functional needs repair
27239,functional
61410,functional
47697,non functional
41968,functional
37030,non functional
11638,functional
51481,functional
63368,functional
15265,functional
46823,non functional
50870,functional
27903,non functional
21414,non functional
34753,non functional
54806,functional
34015,non functional
58540,non functional
35297,functional needs repair
21132,functional
49227,functional
51614,non functional
62570,non functional
67827,non functional
54656,functional
56905,functional
7542,functional
30458,functional
19387,functional
6649,functional
72412,functional
65639,non functional
14595,functional
44430,functional
38373,non functional
48028,non functional
51810,functional
6894,functional
68269,non functional
69591,functional
18086,functional needs repair
10811,functional
4966,functional
12057,non functional
7936,functional needs repair
50212,functional needs repair
35106,functional
46758,functional
22930,functional
27544,functional
56457,functional
15427,functional
17685,functional
73576,functional
39671,non functional
33379,functional needs repair
43297,functional
56724,functional needs repair
12446,functional
54900,non functional
68977,non functional
15440,functional
2662,functional
57426,non functional
6114,functional
43257,non functional
52409,functional
49439,functional
12870,functional
33820,functional
19071,non functional
69234,non functional
20167,functional
32244,functional
11202,functional
44192,non functional
72598,functional
41268,non functional
56822,functional
50271,non functional
121,functional
72585,functional
21310,functional
27968,functional
38240,functional
43777,functional
16540,functional
42231,non functional
63149,non functional
9014,functional
1839,functional
44471,non functional
57562,functional
13599,non functional
73271,functional
23795,functional needs repair
2212,non functional
45497,functional
50900,functional
30188,functional
13727,non functional
19995,functional needs repair
20629,functional
6990,non functional
10307,functional
67640,functional
38550,functional
67993,functional
49786,functional
49296,functional
49835,functional needs repair
51368,functional
2917,functional
74135,non functional
72368,functional
10855,non functional
64684,non functional
62088,functional
66797,functional
51251,non functional
50021,functional
46027,functional needs repair
51619,functional needs repair
73682,functional
17496,non functional
45288,functional
18371,functional
60313,non functional
72835,non functional
5416,non functional
33387,functional
33041,non functional
67231,non functional
65783,functional
64221,functional
64910,functional
25303,functional
30229,functional
14558,functional
40414,functional
13880,functional
63437,non functional
24405,functional
22087,non functional
62830,functional
13262,functional
7882,functional
70072,functional
20281,functional
40746,functional
9517,functional needs repair
49380,functional
7258,non functional
21814,functional
31133,functional
50616,functional needs repair
18816,functional
26821,non functional
26184,functional
30339,functional
57800,non functional
7627,non functional
68119,functional
7052,functional
36607,non functional
9829,functional
4170,functional
6788,functional
221,functional
73899,functional
63871,functional
70393,non functional
70029,non functional
62571,non functional
6627,functional
32583,functional
60539,functional
29548,non functional
66783,functional
626,non functional
45192,functional
47729,functional
9680,functional
16979,functional
58472,functional
57461,functional
12162,non functional
41307,functional
33957,functional
45130,functional needs repair
22690,functional
24685,non functional
17909,functional
44262,non functional
70322,functional
35961,functional
7028,functional needs repair
6510,functional
18837,non functional
63052,functional
42597,non functional
68443,functional
48204,functional
13483,functional
69298,functional
39619,functional needs repair
14830,functional
50459,non functional
1609,functional
62764,non functional
60411,functional
22723,non functional
23046,functional
16875,non functional
381,functional needs repair
58871,functional
71518,functional
66686,non functional
36510,non functional
59569,functional
40203,non functional
73973,non functional
28900,functional
49910,non functional
72106,functional
28546,non functional
43321,non functional
39075,functional needs repair
53007,functional
72270,functional
19031,functional
51542,functional needs repair
66658,functional
30741,functional
23017,functional
3639,functional
39726,non functional
29458,non functional
25621,non functional
42288,non functional
15838,functional
40670,non functional
29010,non functional
11578,functional
48735,functional
52633,functional
51218,functional
16094,functional
118,functional
49796,non functional
38841,functional needs repair
72220,functional
22795,functional
61942,functional needs repair
57330,non functional
35401,functional
10588,functional
2206,non functional
18503,non functional
28477,non functional
13015,functional
20902,functional
15980,non functional
45971,non functional
36761,functional
63816,non functional
2646,functional needs repair
69452,functional
24355,functional
47006,functional
27027,non functional
37465,functional
3074,functional
69569,functional
41674,functional
69361,non functional
13614,functional
53926,non functional
20992,non functional
51147,functional needs repair
43529,functional
31144,functional needs repair
43223,functional
33073,functional
71603,non functional
45854,functional
67112,non functional
73510,functional
46864,non functional
58568,non functional
63284,non functional
40289,non functional
49880,non functional
19821,functional
69015,functional
3036,non functional
73209,functional
27555,functional
21417,non functional
20865,functional
18181,non functional
57220,functional
58716,functional needs repair
33284,functional
27346,functional
68809,functional
38857,functional
42289,non functional
61584,non functional
17569,functional
62985,functional
54650,non functional
35386,functional
21925,functional
46855,functional
26092,functional
59751,functional
19549,non functional
47160,non functional
55880,functional
52410,functional
7287,functional
42729,non functional
9619,functional
2224,non functional
54653,non functional
74066,functional
60259,functional
18676,functional
70076,functional
31168,functional needs repair
54081,functional
43640,functional
32146,non functional
23753,functional needs repair
31041,non functional
22130,functional
66246,non functional
41404,non functional
53778,non functional
32668,functional
1541,functional
18951,functional
74221,non functional
12283,functional
30930,functional
32385,non functional
72455,functional
18499,functional
8603,functional needs repair
16512,functional
21054,non functional
38749,non functional
32933,functional
28334,non functional
8248,non functional
36810,functional
26515,functional
43961,functional
63844,non functional
60702,functional
6381,non functional
7162,functional
21062,functional
42967,functional
25791,functional
29581,functional
13144,non functional
19856,functional
2904,functional
69962,non functional
4721,functional
2914,functional
43710,functional
20165,functional
42189,non functional
72449,non functional
28100,non functional
58177,non functional
46685,functional
57782,functional
55912,functional
7187,functional
22053,non functional
13068,functional
60780,non functional
53243,non functional
42631,non functional
61799,functional
13431,functional
31044,non functional
41315,functional
65055,non functional
22621,functional
58764,functional
57844,functional
63472,non functional
39028,functional
9825,functional needs repair
15273,functional
13563,functional
35216,functional
57741,functional
66357,functional
36998,non functional
58353,functional
30390,non functional
42933,non functional
69300,non functional
51190,functional
54181,functional
60192,non functional
20121,functional
59305,non functional
58757,non functional
63238,functional
43012,functional
59825,non functional
66880,non functional
44624,functional
23851,functional
72205,non functional
63688,non functional
44673,non functional
34462,non functional
23615,non functional
50345,non functional
57873,non functional
69223,non functional
20029,non functional
33657,functional
18452,non functional
41187,non functional
62002,functional
675,non functional
22602,non functional
24735,functional
70364,functional
32746,non functional
33871,functional
45123,non functional
68702,functional needs repair
42283,non functional
6240,non functional
19914,functional
65125,functional
49425,functional
31028,non functional
66341,non functional
54017,functional
15824,non functional
9238,functional
20039,non functional
8329,non functional
29937,functional
74108,non functional
62717,functional needs repair
39735,functional
50721,functional
56546,non functional
56594,functional
55331,functional needs repair
72370,non functional
33865,functional
72999,functional
42881,non functional
30231,functional
20996,functional
59175,functional
73652,functional
40706,non functional
71724,non functional
35515,non functional
54909,non functional
37530,functional
48899,non functional
71286,non functional
62743,non functional
55137,non functional
12199,functional
26902,non functional
52904,functional
32402,functional
5665,functional
63759,functional
25916,functional needs repair
54219,functional
29565,non functional
71424,functional
4340,functional
23340,non functional
52732,functional
68613,non functional
3986,functional
47281,functional
33064,functional
58936,functional
46384,functional
30030,non functional
53560,functional
8472,non functional
66709,non functional
14225,functional
15180,non functional
4781,functional
10593,non functional
61464,functional
43758,functional
71533,functional
4624,functional
45372,functional
73556,functional
63903,functional
54926,functional
27404,non functional
45841,functional
14665,non functional
57191,functional
45096,functional
35556,non functional
49721,non functional
1739,functional
59869,functional needs repair
37915,non functional
61694,functional
38200,functional
60170,functional needs repair
37925,non functional
6088,non functional
66702,functional
14052,non functional
16632,functional
2822,non functional
13021,functional
21545,functional
423,non functional
27472,functional
44113,non functional
14074,functional
70561,non functional
38512,non functional
24490,non functional
57656,functional
44671,functional
1197,non functional
65661,functional
28866,non functional
23149,non functional
64900,functional
38917,functional
30831,non functional
44514,functional needs repair
62356,functional
8877,non functional
57285,functional
26555,functional
15652,functional
38011,non functional
41480,functional
63000,functional
58630,functional needs repair
61800,functional
7673,functional
68354,functional
3109,non functional
26133,functional
5425,non functional
48075,non functional
8044,functional
47314,functional
5675,functional
14345,non functional
36685,non functional
30240,non functional
26408,functional
11567,non functional
23989,non functional
42151,functional
24595,functional
12615,non functional
34562,functional
22842,functional
10497,functional
57213,functional
50324,non functional
31413,non functional
3208,functional
463,functional
23841,functional
366,non functional
42011,functional
24788,functional
55552,functional
11110,non functional
1325,functional
70062,functional
4318,functional
8020,functional
38827,functional
55006,functional
29030,non functional
56975,functional
42270,non functional
15841,functional
33753,non functional
58950,non functional
31715,non functional
10987,functional
70208,functional
44709,functional
18968,non functional
55894,non functional
33918,non functional
5947,functional
8598,non functional
51811,non functional
50732,functional
36780,non functional
54841,non functional
13253,functional
71195,functional
49671,non functional
